,title,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played,timestamp_dev_responded,developer_response
0,Monster Train,77179740,english,"I did it.

After 70 hours of playing, I beat Covenant 25.
It's honestly surprising, that I already spend so much time on it... It flew by like nothing.
This game is charming, polished, highly replayable, motivating and extremely addictive.

Do I want to stop playing now?
Tzk. Please.

[i]""Many times, the wrong train took me to the right place.""
- Paulo Coelho[/i]

[b]Protect. The. Boneshaker.[/b]",1602079573,1602079573,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,643,35,4230,931,4230,1602078555,,
1,Monster Train,77166369,english,"Excellent game, the best deck builder I'v played personally. Great art, fun and vibrant, with a massive amount of replay value. Totally worth it's price. However... Balance is a bit of a joke right now. Some clans are just objectively better than others. Umbra especially are kind of mediocre right now. Sometimes you'll get a boss variant that hard counters your build and all you can do is throw your hands up because your run is over before the fight even starts. The final boss in particular can just get really silly unfair variants, but a couple others have variants custom designed to ruin certain builds. So most of your runs once you get above covenant 0 will end because the starts didn't quite align for you to get a god tier build... so be prepared to restart A LOT by no fault of your own. But at the same time, lots of times you'll get a disgustingly overpowered, unstoppable set up. As I said, balance is a joke, very swingy and silly. That said, amazing game on a whole, still an absolute blast, and despite the frustrations of the balance you likely will find yourself wanting to try again and again. If you can accept that RNG is king here, you will get loads of playtime out of this game!",1602057522,1602057522,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,141,6,2387,2387,2387,1602056725,,
2,Monster Train,77159529,english,"An interesting take in the vein of Slay the Spire, very engaging.",1602043648,1602043648,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,376,2,5710,3,5709,1602045968,,
3,Monster Train,77154287,english,"I've been watching playthroughs of this game for some time, and it is even better than I expected.",1602033538,1602033538,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,12,2,240,240,181,1602042786,,
4,Monster Train,77153570,english,"Played casually, can't beat it. Not disappointed.",1602032151,1602032151,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,99,2,9353,495,9353,1602009197,,
5,Monster Train,77150002,english,"If you like games like Slay the Spire, you will probably enjoy this game. Seems to have a lot of developer support.",1602025242,1602025242,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,54,2,2608,184,2608,1602022371,,
6,Monster Train,77144096,english,"Monster Train is an addictive roguelite deckbuilder at it's best. It's easily my favourite in the genre.

You can chose one of five Champions. Then you get to decide a second race. Each combination plays different. In the latest update they even added variations to champions. A run can take up to an hour. 
Whats different in Monster Train compared to other games in the genre?
The battles are within a train. Each train has 4 floors whereas the fourth is your hearth. This means, if enemies reach the fourth floor they will directly attack you and you lose HP. If you reach zero, the game is over. Your hearth has an attack each turn. So there is still a chance to win, even if an enemie reaches your final floor. 
But lets start at the beginning. Each turn you can play cards. You can place monsters on each floor. Enemies start out at the first floor. If you end the turn the battle starts. If your monsters die, they are gone for that battle (but not removed from your deck). Spells and other cards are not removed from the battle (Except when the discription says so). After a turn all enemies move one floor up if they have HP left. 

That's basically the game. Each Champion has lots of different cards, artifacts and more. You can upgrade cards throughout a run and each combination of races plays differently. 

I played over 90 hours and had fun in every one of it. If you beat the game you'll unlock a higher difficulty. In total there are 25. Each difficulty adds something new (e.g. stronger monsters, different starting cards and more). 
There are daily challenges and an online mode (even through i don't really like it. It basically adds nothing new to the game IMO). 

If you liked Slay the Spire or similiar games you'll love Monster train and should immediately get it. The only thing i dislike is that there are no DLC's yet. They updated the game and added new content, but i need much more of it. It's definitely worth 20€  through. 

If you like my review and are into strategy games please consider following my curator page: https://store.steampowered.com/curator/38553778-All-about-Strategy-Games/

",1602015455,1602015455,TRUE,12,1,0.68496418,3,TRUE,FALSE,FALSE,7.65612E+16,1558,75,5548,0,5548,1591485663,,
7,Monster Train,77143277,english,Great game.  It has a very nice balance between RNG and skill.  If you liked Slay The Spire then you'll like this too.,1602014227,1602014227,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,351,5,11091,2000,11032,1602017735,,
8,Monster Train,70401809,english,"Best deck builder and possible best card based game. Just enough RNG to make it interesting but you never feel cheated by the game. 

Covenant level force you to increase the quality of you play and deck building.
Very excellent. Would recommend for purchase.",1591468587,1601997649,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,436,2,24531,11298,24531,1601748656,,
9,Monster Train,77127288,english,Needs controller support.,1601992390,1601992390,TRUE,1,0,0.523809552,0,TRUE,FALSE,FALSE,7.65612E+16,2229,65,279,0,279,1599738615,,
10,Monster Train,77112464,english,S'good,1601963500,1601963500,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,25,3,2139,414,2045,1602052011,,
11,Monster Train,77089522,english,Awesome fast paced deck builder with lots of build variance and meaningful choices.,1601920957,1601920957,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,236,1,1876,1876,1697,1602011633,,
12,Monster Train,77059706,english,a lot of fun. more accessible than many rogue lite or deck building games.,1601869820,1601869820,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,6,2,452,452,316,1601958862,,
13,Monster Train,77053836,english,"very gud., advanced strategery will ensue.
Slay the Spire but with more going on at one time.",1601858638,1601858638,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,181,13,3628,216,3528,1601949779,,
14,Monster Train,77049890,english,"Based on Slay the Spire, has the same gigantic flaw as Slay the Spire: small decks composed of 0 cost cards that you can cycle rapidly dominate any difficulty level. Combine draw + 0 cost spells (such as Sting) and GG.",1601851140,1601851140,FALSE,1,0,0.404539824,0,TRUE,FALSE,FALSE,7.65612E+16,150,22,656,649,511,1601925530,,
15,Monster Train,77047064,english,This game is fantastic especially when you find a new strat on your own with a class you've used for awhile. 9/10,1601846365,1601846365,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,53,2,1116,1116,1047,1601958372,,
16,Monster Train,77046612,english,"It's fun. I don't know what else to say, honestly, it's pretty unique for a roguelike deckbuilder!
Also it gets updates, unlike some other games, so yeah. Whether it be some balance update or full on expansions, from what I've seen, which are free so far.",1601845657,1601845700,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,450,32,4241,814,3535,1602046054,,
17,Monster Train,77045219,english,"This is a great card game! It plays even throughout with each clan but you do have to choose wisely, learn what clan pros and cons are and well get the good rng artifacts. Lots of good challenges to take on. Dont be discouraged if you lose a few times with a clan. Hell, i hated the melting remnant at first but ended up whooping butt when i really learned them . Anyway, i do recommend this game . Havent had many bugs and if so, it has been address quickly.",1601843458,1601843458,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,117,22,4883,1408,4506,1602046085,,
18,Monster Train,77026035,english,"This game is great if you like grinding and running in to a wall repeatedly, but y'know, in the good way. There's cards, the cards make monsters that pew pew pew real hard. 12/10. You spend your time trying to stop the good guys from stopping you, the bad guys, from doing bad guy things on a train. An evil train. So it brings out your inner edgelord. For those who have beaten all 25 ranks of 'badass' mode (covenant), they truly are the ultimate edgelord. Again, 12/10",1601819162,1601819162,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,124,3,3771,1362,2611,1602071015,,
19,Monster Train,77021350,english,Like tha game a Lot,1601812821,1601812821,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,266,1,2020,1112,1537,1602090007,,
20,Monster Train,77017989,english,"Solid deck builder with tons of replayability. Feels lighter than Slay the Spire in a way that I entirely enjoy. Theme, art, and music are all quite good. Cannot recommend highly enough.",1601807705,1601807705,TRUE,1,0,0.536621869,0,TRUE,FALSE,FALSE,7.65612E+16,30,2,18952,0,18952,1597432817,,
21,Monster Train,77009111,english,pretty good game i like,1601793054,1601793054,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,205,5,5154,3884,4806,1601894598,,
22,Monster Train,76999402,english,Lots of fun and becomes very challenging,1601775450,1601775450,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,56,2,39908,20099,34698,1602089037,,
23,Monster Train,76244043,english,"9/10 for me

Really enjoy the combos you can make using 2 decks each game",1600548294,1601771181,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,279,13,5923,413,5911,1601956622,,
24,Monster Train,76996235,english,"I highly recommend this game to those that want a quick challenge. The generator that dictates what you encounter is sometimes unfair, but it is not unbeatable. This game encourages you to experiment with combinations that might end up breaking it. No matter how you play it is a whole lot of fun, and satisfying to finish a run. The music that plays as you fight off the hordes of enemies is phenomenal! The devs did an astonishing job overall with this game.",1601769591,1601770332,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,31,1,1609,666,1577,1601856451,,
25,Monster Train,76987949,english,"LOVE IT, SO MUCH REPLAYABLILITY.",1601756661,1601756661,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,201,7,15074,2572,14100,1602074220,,
26,Monster Train,76983999,english,"Scratches the same itch as Slay the Spire, and much better in my opinion! I haven't played STS since downloading, this game is so good!

However, completionists will very likely feel frustration. For example, there is an achievement to earn 50,000 points in a daily challenge. As of writing this, today's challenge was attempted by 715 players, with the highest reaching 46,140 points. If you want to 100% this game, expect to put in a lot of time.

The game has a lot of tools to customize your run and create the deckbuilding experience that best fits your preferences. If you think this game might be your type, you won't be disappointed.",1601751431,1601751431,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,172,2,9699,1318,9605,1602010307,,
27,Monster Train,76978765,english,fun deck builder + tower defense,1601744792,1601744792,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,270,5,4786,217,4753,1601792085,,
28,Monster Train,76978021,english,Fuckin fantastic!,1601743860,1601743860,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,5,1,4824,735,4309,1601774733,,
29,Monster Train,76949660,english,"Cannot recommend this game enough to people who love deck builders especially for beginners. This game has something for everyone, beginners and pros alike. It has a relatively easy beginning with ramping difficulty and plenty of challenges for pros of the genre. This game is amazing and is worth any amount of time you want to commit to it. A lot easier to pick up than games like slay the spire and I actually recommend this game before STS if you are new to the genre given how relatively easy it is and how it can teach you so many things such as synergy and the fundamentals of deck building such as what cards you want to draft, what cards you want to remove, and when to and when not to spend your gold. I cannot recommend this game enough. 

Rating- 8.5/10",1601702645,1601702789,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,126,5,993,0,993,1599436622,,
30,Monster Train,76943681,english,"It's a good deck builder that allows for a lot of flexibility in build, some clans are a little slower paced than others, and require thought about placement. I've played this so much I've fallen behind in my studies.",1601691827,1601691827,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,720,6,1657,1184,1089,1601944366,,
31,Monster Train,76938451,english,"It's a great game overall; The graphics are great, no bugs. The gameplay is pretty fun, but it gets stale. You traverse the levels of hell, and it's the same exact path, every time, with a left and right option that determine what you receive for your run. It's got several races to unlock, but after a few runs, you get them all. Replayablity is in the randomization; different starting cards, artifacts, and different events on your journey. The biggest issue is that the enemies are limited. Every run is the same set of enemies with a slightly randomized ability. I'd say buy it on sale, so you can enjoy it when you've got nothing much better to do.",1601682435,1601682435,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,374,33,1381,334,1283,1602042662,,
32,Monster Train,76932111,english,The best thing since Slay The Spire.,1601672073,1601672073,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,56,1,4080,1367,3511,1602026119,,
33,Monster Train,76929533,english,"Extremely good deckbuilder / roguelite.
10/10 GOTY contender if you're into those kinds of game!",1601668525,1601668525,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.65612E+16,327,1,9422,1395,8936,1601950481,,
